txn_id,date,sender_account,receiver_account,amount,currency,txn_type,is_suspicious,SAR_filed
TXN-00029161,2025-07-27,CUST-003768,CUST-001544,3889.14,USD,wire,False,False
TXN-00029162,2025-12-29,CUST-004025,CUST-000338,944.5,EUR,ATM,False,False
TXN-00029163,2025-11-14,CUST-002620,CUST-003516,2904.0,USD,deposit,False,False
TXN-00029164,2025-08-29,CUST-001445,CUST-001581,258.45,USD,withdrawal,False,False
TXN-00029165,2026-02-14,CUST-004047,CUST-001016,2210.05,USD,wire,False,False
TXN-00029166,2026-02-17,CUST-002930,CUST-004100,2217.77,USD,check,False,False
TXN-00029167,2025-10-25,CUST-000259,CUST-001115,4719.96,USD,withdrawal,False,False
TXN-00029168,2025-12-20,CUST-001524,CUST-002924,1059.08,EUR,check,False,False
TXN-00029169,2025-06-25,CUST-001666,CUST-001411,1955.35,MXN,check,False,False
TXN-00029170,2025-06-26,CUST-004182,CUST-003441,75.6,USD,deposit,False,False
TXN-00029171,2025-12-03,CUST-002039,CUST-001593,735.99,USD,deposit,False,False
TXN-00029172,2026-03-28,CUST-002290,CUST-000670,2874.63,USD,deposit,False,False
TXN-00029173,2025-10-14,CUST-000836,CUST-002832,4250.44,MXN,deposit,False,False
TXN-00029174,2026-01-15,CUST-004174,CUST-002987,45616.28,USD,deposit,False,False
TXN-00029175,2025-09-20,CUST-001721,CUST-000903,4956.03,EUR,withdrawal,False,False
TXN-00029176,2025-05-20,CUST-003410,CUST-000475,35671.73,MXN,wire,False,False
TXN-00029177,2025-11-20,CUST-004843,CUST-004691,3244.49,USD,transfer,True,False
TXN-00029178,2026-01-19,CUST-004504,CUST-004100,1803.47,USD,ATM,False,False
TXN-00029179,2025-09-26,CUST-003346,CUST-000640,17393.18,GBP,ATM,False,False
TXN-00029180,2025-04-02,CUST-002887,CUST-002607,1714.6,EUR,transfer,False,False
TXN-00029181,2026-01-25,CUST-002199,CUST-002941,4870.1,USD,check,False,False
TXN-00029182,2025-05-23,CUST-004660,CUST-000122,2548.54,USD,wire,False,False
TXN-00029183,2025-07-24,CUST-003390,CUST-003396,1038.94,USD,wire,False,False
TXN-00029184,2025-09-10,CUST-003712,CUST-000797,34026.23,MXN,ATM,False,False
TXN-00029185,2025-07-26,CUST-001960,CUST-001196,2764.72,USD,wire,False,False
TXN-00029186,2025-11-01,CUST-002192,CUST-000180,3739.08,GBP,check,False,False
TXN-00029187,2025-06-15,CUST-003892,CUST-002872,1975.67,USD,withdrawal,False,False
TXN-00029188,2026-03-17,CUST-003668,CUST-003903,15049.39,USD,wire,False,False
TXN-00029189,2025-12-07,CUST-002349,CUST-002195,2340.06,USD,withdrawal,False,False
TXN-00029190,2026-03-16,CUST-001024,CUST-000751,2250.11,USD,check,False,False
TXN-00029191,2025-04-19,CUST-004051,CUST-001726,4767.18,MXN,transfer,False,False
TXN-00029192,2025-08-24,CUST-001968,CUST-001945,4798.74,USD,wire,False,False
TXN-00029193,2025-12-31,CUST-000875,CUST-003633,614.32,MXN,deposit,False,False
TXN-00029194,2025-10-24,CUST-002542,CUST-004033,2147.48,GBP,withdrawal,False,False
TXN-00029195,2025-12-06,CUST-001126,CUST-003129,3784.68,MXN,ATM,False,False
TXN-00029196,2025-06-20,CUST-003959,CUST-000725,2405.13,USD,check,False,False
TXN-00029197,2025-07-08,CUST-004985,CUST-003687,1090.2,USD,transfer,False,False
TXN-00029198,2025-10-25,CUST-002724,CUST-000582,1039.21,USD,wire,False,False
TXN-00029199,2025-12-11,CUST-002250,CUST-004501,3851.01,USD,check,False,False
TXN-00029200,2026-01-06,CUST-001104,CUST-001924,321.29,USD,wire,False,False
TXN-00029201,2025-07-27,CUST-004492,CUST-001150,3188.66,USD,transfer,False,False
TXN-00029202,2025-08-18,CUST-004352,CUST-004397,153.49,GBP,transfer,False,False
TXN-00029203,2025-07-18,CUST-003991,CUST-000237,3001.85,USD,withdrawal,False,False
TXN-00029204,2025-11-25,CUST-000623,CUST-002895,4383.62,USD,wire,True,True
TXN-00029205,2026-01-12,CUST-004018,CUST-003823,97.18,USD,deposit,False,False
TXN-00029206,2025-10-23,CUST-000238,CUST-004249,2871.3,USD,deposit,False,False
TXN-00029207,2025-08-08,CUST-003555,CUST-001636,116.99,GBP,withdrawal,False,False
TXN-00029208,2026-02-21,CUST-003981,CUST-001525,1863.15,EUR,ATM,False,False
TXN-00029209,2025-06-26,CUST-003184,CUST-002866,1451.44,GBP,check,False,False
TXN-00029210,2025-11-20,CUST-001943,CUST-001070,586.84,GBP,check,False,False
TXN-00029211,2025-09-18,CUST-000096,CUST-003413,2634.19,GBP,deposit,False,False
TXN-00029212,2025-07-26,CUST-003559,CUST-000970,3156.89,EUR,wire,False,False
TXN-00029213,2025-11-08,CUST-001161,CUST-001558,2338.34,USD,deposit,False,False
TXN-00029214,2026-01-25,CUST-000607,CUST-004012,1664.72,EUR,check,False,False
TXN-00029215,2025-07-22,CUST-003018,CUST-004253,152.5,USD,wire,False,False
TXN-00029216,2026-01-30,CUST-004222,CUST-003021,3393.03,USD,wire,False,False
TXN-00029217,2025-11-21,CUST-001640,CUST-004059,43444.27,EUR,withdrawal,False,False
TXN-00029218,2026-01-16,CUST-001985,CUST-000336,324.17,USD,deposit,False,False
TXN-00029219,2025-10-24,CUST-004490,CUST-002842,2952.44,MXN,transfer,False,False
TXN-00029220,2026-01-09,CUST-002918,CUST-002248,1938.02,USD,check,False,False
TXN-00029221,2025-12-24,CUST-000503,CUST-000506,1297.09,EUR,transfer,False,False
TXN-00029222,2026-02-02,CUST-002866,CUST-004754,979.95,EUR,wire,False,False
TXN-00029223,2025-05-15,CUST-003092,CUST-004363,3709.73,EUR,transfer,False,False
TXN-00029224,2025-08-19,CUST-001834,CUST-004733,815.42,USD,wire,False,False
TXN-00029225,2025-06-02,CUST-001869,CUST-003485,4438.14,USD,wire,False,False
TXN-00029226,2025-05-19,CUST-002074,CUST-001125,693.86,USD,withdrawal,False,False
TXN-00029227,2026-03-13,CUST-001075,CUST-003607,409.22,EUR,ATM,False,False
TXN-00029228,2025-05-09,CUST-000383,CUST-003970,1945.6,EUR,deposit,False,False
TXN-00029229,2025-05-29,CUST-002967,CUST-000957,1577.66,USD,withdrawal,False,False
TXN-00029230,2025-06-18,CUST-004878,CUST-003691,968.44,USD,deposit,False,False
TXN-00029231,2025-11-16,CUST-000494,CUST-002236,3482.23,USD,deposit,False,False
TXN-00029232,2025-10-30,CUST-003201,CUST-002700,2363.28,USD,deposit,False,False
TXN-00029233,2026-03-25,CUST-004245,CUST-000271,15333.56,USD,withdrawal,False,False
TXN-00029234,2025-07-11,CUST-000406,CUST-001837,104.2,USD,check,False,False
TXN-00029235,2025-06-11,CUST-001654,CUST-003631,1996.17,USD,transfer,False,False
TXN-00029236,2025-05-03,CUST-000351,CUST-001490,48278.22,GBP,withdrawal,False,False
TXN-00029237,2025-12-09,CUST-004659,CUST-002795,3031.09,USD,check,False,False
TXN-00029238,2025-12-06,CUST-004629,CUST-002573,3338.93,USD,wire,False,False
TXN-00029239,2025-07-01,CUST-000846,CUST-004070,3143.81,USD,check,False,False
TXN-00029240,2025-09-21,CUST-002023,CUST-003705,12364.54,EUR,withdrawal,False,False
TXN-00029241,2025-12-20,CUST-002124,CUST-003907,749.13,USD,ATM,False,False
TXN-00029242,2025-10-30,CUST-003828,CUST-001850,4543.54,EUR,transfer,False,False
TXN-00029243,2025-12-08,CUST-002324,CUST-001845,4130.62,MXN,transfer,False,False
TXN-00029244,2025-09-16,CUST-001449,CUST-000417,2567.5,EUR,check,False,False
TXN-00029245,2025-09-12,CUST-004786,CUST-003027,2783.49,USD,check,False,False
TXN-00029246,2025-12-09,CUST-003840,CUST-004912,3116.91,EUR,check,False,False
TXN-00029247,2025-04-27,CUST-001035,CUST-004818,2690.6,USD,check,False,False
TXN-00029248,2025-04-15,CUST-003210,CUST-001086,4065.87,USD,wire,False,False
TXN-00029249,2025-05-02,CUST-003993,CUST-004519,26.49,GBP,deposit,False,False
TXN-00029250,2025-07-27,CUST-003844,CUST-004362,4324.8,USD,wire,False,False
TXN-00029251,2025-04-29,CUST-004702,CUST-002938,4887.51,GBP,check,False,False
TXN-00029252,2025-09-08,CUST-000820,CUST-002010,818.2,USD,transfer,False,False
TXN-00029253,2026-01-30,CUST-002227,CUST-000831,3984.96,USD,transfer,False,False
TXN-00029254,2026-02-22,CUST-000025,CUST-002448,296.5,EUR,withdrawal,False,False
TXN-00029255,2025-09-22,CUST-004993,CUST-001754,2910.33,USD,withdrawal,False,False
TXN-00029256,2026-03-09,CUST-001498,CUST-004954,4402.1,USD,deposit,False,False
TXN-00029257,2025-05-24,CUST-001897,CUST-000651,4689.39,USD,withdrawal,False,False
TXN-00029258,2025-05-16,CUST-003512,CUST-001087,4072.07,USD,wire,False,False
TXN-00029259,2025-12-20,CUST-002821,CUST-001751,31144.31,USD,deposit,False,False
TXN-00029260,2025-05-28,CUST-002393,CUST-004194,2615.01,GBP,wire,False,False
TXN-00029261,2026-01-30,CUST-002425,CUST-001823,555.08,USD,ATM,False,False
TXN-00029262,2025-07-06,CUST-001597,CUST-003726,2304.28,EUR,wire,False,False
TXN-00029263,2025-11-03,CUST-003849,CUST-003219,4542.87,GBP,wire,False,False
TXN-00029264,2025-10-19,CUST-002920,CUST-003977,3068.31,MXN,wire,False,False
TXN-00029265,2026-02-03,CUST-004672,CUST-004983,5544.69,EUR,deposit,False,False
TXN-00029266,2025-07-18,CUST-000559,CUST-003040,4417.3,USD,check,False,False
TXN-00029267,2025-04-03,CUST-002580,CUST-001399,3808.45,USD,ATM,False,False
TXN-00029268,2025-04-10,CUST-001015,CUST-001447,315825.67,USD,deposit,False,False
TXN-00029269,2025-10-01,CUST-002502,CUST-000480,4248.04,MXN,wire,False,False
TXN-00029270,2025-09-03,CUST-001144,CUST-000693,4550.98,USD,deposit,False,False
TXN-00029271,2025-12-15,CUST-001579,CUST-000298,508.65,USD,wire,False,False
TXN-00029272,2026-03-17,CUST-004134,CUST-003703,21558.21,GBP,check,False,False
TXN-00029273,2025-08-13,CUST-001908,CUST-000451,29870.7,EUR,transfer,False,False
TXN-00029274,2025-10-18,CUST-002663,CUST-001663,2317.4,USD,wire,False,False
TXN-00029275,2025-04-26,CUST-002484,CUST-000181,1634.61,USD,ATM,False,False
TXN-00029276,2025-04-28,CUST-000781,CUST-003700,3259.12,EUR,withdrawal,False,False
TXN-00029277,2026-01-02,CUST-000743,CUST-003686,3763.19,USD,wire,False,False
TXN-00029278,2026-01-02,CUST-003137,CUST-003602,28984.7,MXN,ATM,False,False
TXN-00029279,2025-07-20,CUST-000223,CUST-003523,2512.44,USD,transfer,False,False
TXN-00029280,2025-08-20,CUST-003988,CUST-001244,873.39,USD,transfer,False,False
TXN-00029281,2025-06-15,CUST-001641,CUST-001539,70.95,USD,withdrawal,False,False
TXN-00029282,2026-03-19,CUST-000478,CUST-004490,2890.69,USD,wire,False,False
TXN-00029283,2026-01-11,CUST-004757,CUST-002253,679.58,EUR,withdrawal,False,False
TXN-00029284,2025-09-05,CUST-003346,CUST-000673,3828.0,MXN,withdrawal,False,False
TXN-00029285,2025-06-01,CUST-000658,CUST-001938,1835.36,USD,deposit,False,False
TXN-00029286,2025-09-27,CUST-002331,CUST-004054,1072.07,USD,check,False,False
TXN-00029287,2025-09-06,CUST-003916,CUST-002938,999.6,USD,wire,False,False
TXN-00029288,2026-01-29,CUST-001028,CUST-002652,496.03,EUR,check,False,False
TXN-00029289,2025-08-11,CUST-001484,CUST-003362,295.2,USD,ATM,False,False
TXN-00029290,2025-12-08,CUST-003219,CUST-002465,2327.03,MXN,withdrawal,False,False
TXN-00029291,2025-07-21,CUST-003031,CUST-001930,3851.99,USD,transfer,True,False
TXN-00029292,2025-08-18,CUST-004206,CUST-002930,4207.57,USD,ATM,False,False
TXN-00029293,2025-05-25,CUST-001623,CUST-000874,3446.67,USD,transfer,False,False
TXN-00029294,2025-10-08,CUST-000165,CUST-003887,1001.36,EUR,wire,False,False
TXN-00029295,2026-02-19,CUST-004115,CUST-002281,2872.9,EUR,check,False,False
TXN-00029296,2026-03-28,CUST-002249,CUST-003700,1934.16,USD,check,False,False
TXN-00029297,2025-06-14,CUST-000438,CUST-000346,3250.81,GBP,withdrawal,False,False
TXN-00029298,2025-09-29,CUST-003373,CUST-000364,4264.7,USD,transfer,False,False
TXN-00029299,2025-10-17,CUST-001096,CUST-002989,803.19,USD,ATM,False,False
TXN-00029300,2025-08-09,CUST-002443,CUST-004858,2854.22,USD,check,False,False
TXN-00029301,2025-04-02,CUST-001556,CUST-003241,319.57,USD,ATM,False,False
TXN-00029302,2025-04-11,CUST-002640,CUST-003567,2844.37,USD,wire,False,False
TXN-00029303,2025-05-11,CUST-004456,CUST-002499,4017.77,USD,deposit,False,False
TXN-00029304,2026-03-05,CUST-002589,CUST-004958,2197.99,USD,withdrawal,False,False
TXN-00029305,2025-03-28,CUST-001884,CUST-004979,2245.25,USD,check,False,False
TXN-00029306,2026-01-04,CUST-001182,CUST-001715,719.51,USD,transfer,False,False
TXN-00029307,2025-11-13,CUST-004380,CUST-002881,4689.06,EUR,wire,False,False
TXN-00029308,2025-08-08,CUST-000752,CUST-002591,4694.37,GBP,wire,False,False
TXN-00029309,2026-03-07,CUST-000401,CUST-000962,2948.54,MXN,ATM,False,False
TXN-00029310,2025-12-17,CUST-003636,CUST-002524,45476.06,GBP,deposit,False,False
TXN-00029311,2025-09-28,CUST-002441,CUST-002860,4464.97,EUR,check,False,False
TXN-00029312,2026-01-22,CUST-004186,CUST-001138,1876.03,USD,ATM,False,False
TXN-00029313,2025-09-13,CUST-002911,CUST-002966,1001.63,USD,wire,False,False
TXN-00029314,2025-08-13,CUST-002766,CUST-002891,3472.78,MXN,check,False,False
TXN-00029315,2026-02-07,CUST-002954,CUST-002525,3420.32,GBP,withdrawal,False,False
TXN-00029316,2025-05-15,CUST-004212,CUST-003209,4491.46,USD,deposit,False,False
TXN-00029317,2025-05-13,CUST-001332,CUST-000499,1525.85,USD,check,False,False
TXN-00029318,2025-11-16,CUST-001852,CUST-004957,4099.97,EUR,deposit,False,False
TXN-00029319,2025-05-09,CUST-004594,CUST-000618,1095.22,EUR,withdrawal,False,False
TXN-00029320,2025-07-27,CUST-001177,CUST-004514,589.62,USD,ATM,False,False
TXN-00029321,2025-08-24,CUST-001220,CUST-001374,1918.3,USD,transfer,False,False
TXN-00029322,2025-11-18,CUST-004937,CUST-002335,684.63,EUR,check,False,False
TXN-00029323,2025-04-28,CUST-004109,CUST-004170,4055.74,USD,check,False,False
TXN-00029324,2025-12-06,CUST-001338,CUST-002935,883.07,MXN,check,False,False
TXN-00029325,2025-08-14,CUST-003539,CUST-002372,1725.49,MXN,check,False,False
TXN-00029326,2025-08-18,CUST-004269,CUST-001768,2065.48,USD,ATM,False,False
TXN-00029327,2025-09-15,CUST-004564,CUST-001304,2756.79,USD,check,False,False
TXN-00029328,2026-01-27,CUST-003846,CUST-003408,2917.75,USD,ATM,False,False
TXN-00029329,2025-08-22,CUST-002039,CUST-003320,1521.49,GBP,check,False,False
TXN-00029330,2025-06-21,CUST-001475,CUST-004020,2203.19,GBP,deposit,False,False
TXN-00029331,2025-08-26,CUST-000232,CUST-001063,4549.94,USD,withdrawal,False,False
TXN-00029332,2025-09-30,CUST-002401,CUST-002938,4294.64,EUR,deposit,False,False
TXN-00029333,2025-09-07,CUST-002452,CUST-001711,2543.79,USD,wire,False,False
TXN-00029334,2026-01-26,CUST-002702,CUST-004462,847.84,MXN,transfer,False,False
TXN-00029335,2025-12-21,CUST-000480,CUST-003456,754.81,EUR,check,False,False
TXN-00029336,2025-11-30,CUST-000789,CUST-002296,4303.04,GBP,wire,False,False
TXN-00029337,2025-06-01,CUST-004380,CUST-001583,1470.52,USD,check,False,False
TXN-00029338,2025-04-08,CUST-001133,CUST-003819,4769.06,GBP,wire,False,False
TXN-00029339,2025-09-29,CUST-004220,CUST-003756,2697.95,USD,transfer,False,False
TXN-00029340,2025-11-15,CUST-003548,CUST-004551,1879.07,USD,withdrawal,False,False
TXN-00029341,2025-09-10,CUST-002536,CUST-004394,4837.3,MXN,check,False,False
TXN-00029342,2025-04-22,CUST-001362,CUST-004605,290.92,GBP,transfer,False,False
TXN-00029343,2025-04-15,CUST-000124,CUST-004136,4301.85,USD,ATM,True,True
TXN-00029344,2025-09-14,CUST-001037,CUST-003012,4002.45,USD,deposit,False,False
TXN-00029345,2025-05-11,CUST-001299,CUST-002652,22.65,USD,ATM,False,False
TXN-00029346,2025-05-07,CUST-002871,CUST-000870,489595.11,USD,withdrawal,False,False
TXN-00029347,2025-12-02,CUST-001225,CUST-003007,2966.97,GBP,withdrawal,False,False
TXN-00029348,2026-03-12,CUST-000558,CUST-003112,4117.02,USD,deposit,False,False
TXN-00029349,2025-07-01,CUST-000186,CUST-002934,2755.61,GBP,wire,False,False
TXN-00029350,2025-12-13,CUST-002243,CUST-001591,2964.84,USD,check,False,False
TXN-00029351,2025-11-21,CUST-004620,CUST-002920,4169.36,EUR,ATM,False,False
TXN-00029352,2026-01-14,CUST-003372,CUST-000467,4869.61,USD,wire,False,False
TXN-00029353,2025-07-24,CUST-000796,CUST-001525,3674.94,MXN,check,False,False
TXN-00029354,2025-11-14,CUST-002225,CUST-000347,4872.25,USD,withdrawal,False,False
TXN-00029355,2025-12-08,CUST-003731,CUST-000318,1838.63,USD,ATM,False,False
TXN-00029356,2025-07-03,CUST-002407,CUST-000236,841.35,USD,check,False,False
TXN-00029357,2025-06-30,CUST-003488,CUST-002156,2360.69,USD,withdrawal,False,False
TXN-00029358,2025-04-18,CUST-003036,CUST-003021,717.5,USD,deposit,False,False
TXN-00029359,2025-12-15,CUST-002187,CUST-002123,10505.61,EUR,ATM,False,False
TXN-00029360,2025-09-06,CUST-000262,CUST-004095,217.58,USD,transfer,False,False
TXN-00029361,2025-04-17,CUST-003355,CUST-000511,1252.12,GBP,transfer,False,False
TXN-00029362,2026-02-04,CUST-002869,CUST-002177,2049.68,USD,deposit,False,False
TXN-00029363,2025-07-11,CUST-002312,CUST-002099,2913.49,USD,deposit,False,False
TXN-00029364,2025-08-16,CUST-002141,CUST-001494,2361.34,MXN,wire,False,False
TXN-00029365,2025-05-16,CUST-003319,CUST-000443,16078.22,USD,ATM,True,True
TXN-00029366,2025-12-23,CUST-001443,CUST-004083,3338.57,USD,check,False,False
TXN-00029367,2025-05-17,CUST-002553,CUST-003744,88.55,GBP,deposit,False,False
TXN-00029368,2025-05-23,CUST-003663,CUST-002390,19681.05,MXN,check,False,False
TXN-00029369,2025-12-09,CUST-002976,CUST-000224,903.97,USD,ATM,False,False
TXN-00029370,2025-08-22,CUST-002714,CUST-002347,4096.13,USD,deposit,False,False
TXN-00029371,2025-07-14,CUST-001889,CUST-004177,2000.78,MXN,deposit,False,False
TXN-00029372,2026-01-28,CUST-000133,CUST-001957,4137.41,GBP,transfer,False,False
TXN-00029373,2025-05-30,CUST-004932,CUST-000562,3422.95,EUR,wire,False,False
TXN-00029374,2025-06-27,CUST-002403,CUST-001320,909.21,GBP,check,False,False
TXN-00029375,2025-05-25,CUST-000759,CUST-002836,63.18,USD,transfer,False,False
TXN-00029376,2026-01-21,CUST-002051,CUST-000171,1198.43,USD,ATM,False,False
TXN-00029377,2025-11-17,CUST-004287,CUST-000974,2391.79,USD,transfer,False,False
TXN-00029378,2025-05-29,CUST-004366,CUST-004164,3298.69,USD,wire,False,False
TXN-00029379,2026-01-15,CUST-003389,CUST-000456,4589.29,EUR,check,False,False
TXN-00029380,2026-01-04,CUST-003113,CUST-000374,2102.4,USD,transfer,False,False
TXN-00029381,2026-03-17,CUST-001477,CUST-003423,222.55,USD,ATM,False,False
TXN-00029382,2026-03-03,CUST-000845,CUST-003593,257.92,USD,wire,False,False
TXN-00029383,2026-02-23,CUST-004597,CUST-002661,3147.04,USD,wire,False,False
TXN-00029384,2026-02-02,CUST-001504,CUST-003033,3100.31,USD,wire,False,False
TXN-00029385,2025-12-10,CUST-003629,CUST-003500,2548.03,GBP,wire,False,False
TXN-00029386,2025-08-29,CUST-000757,CUST-002346,3219.47,USD,ATM,False,False
TXN-00029387,2026-03-27,CUST-000297,CUST-003980,874.69,MXN,deposit,False,False
TXN-00029388,2025-05-30,CUST-000036,CUST-002558,4712.53,EUR,check,False,False
TXN-00029389,2025-12-13,CUST-002836,CUST-001660,3895.49,USD,transfer,False,False
TXN-00029390,2025-04-29,CUST-001008,CUST-003119,3260.7,USD,deposit,False,False
TXN-00029391,2025-05-13,CUST-001749,CUST-000050,4124.23,MXN,check,False,False
TXN-00029392,2025-11-02,CUST-000979,CUST-002374,743.09,MXN,transfer,False,False
TXN-00029393,2025-11-18,CUST-004736,CUST-004624,2806.47,USD,ATM,False,False
TXN-00029394,2025-06-19,CUST-003229,CUST-002053,2437.04,USD,deposit,False,False
TXN-00029395,2025-08-27,CUST-003713,CUST-004678,2890.67,EUR,ATM,False,False
TXN-00029396,2025-06-03,CUST-001331,CUST-001713,4033.98,USD,deposit,False,False
TXN-00029397,2025-09-06,CUST-003209,CUST-003774,281.45,USD,ATM,False,False
TXN-00029398,2025-06-28,CUST-002815,CUST-001402,3720.62,USD,check,False,False
TXN-00029399,2025-07-02,CUST-001770,CUST-001515,4383.69,USD,ATM,False,False
TXN-00029400,2025-04-16,CUST-002184,CUST-001788,1371.2,MXN,transfer,False,False
TXN-00029401,2025-07-24,CUST-002547,CUST-001345,1485.58,MXN,deposit,False,False
TXN-00029402,2025-04-25,CUST-001086,CUST-004986,2990.73,MXN,transfer,True,False
TXN-00029403,2025-07-21,CUST-002849,CUST-002321,2315.85,USD,deposit,False,False
TXN-00029404,2025-09-28,CUST-001682,CUST-000026,3328.41,USD,deposit,False,False
TXN-00029405,2025-05-01,CUST-004703,CUST-002979,1153.11,EUR,ATM,False,False
TXN-00029406,2025-12-29,CUST-002355,CUST-004580,966.12,MXN,wire,False,False
TXN-00029407,2025-12-18,CUST-003500,CUST-004180,4158.8,MXN,transfer,False,False
TXN-00029408,2025-09-01,CUST-000366,CUST-004179,274204.7,USD,deposit,False,False
TXN-00029409,2025-10-19,CUST-002011,CUST-004196,80.22,GBP,transfer,False,False
TXN-00029410,2025-04-11,CUST-002992,CUST-000489,1287.24,USD,withdrawal,False,False
TXN-00029411,2025-03-30,CUST-003266,CUST-002052,44374.43,USD,ATM,False,False
TXN-00029412,2025-06-04,CUST-004037,CUST-000177,3919.89,EUR,deposit,False,False
TXN-00029413,2025-10-11,CUST-000785,CUST-002306,9938.77,USD,transfer,True,True
TXN-00029414,2025-11-23,CUST-003728,CUST-002728,58.8,USD,transfer,False,False
TXN-00029415,2025-07-11,CUST-003274,CUST-002411,3044.75,USD,deposit,False,False
TXN-00029416,2025-04-18,CUST-002426,CUST-000713,4252.36,MXN,transfer,False,False
TXN-00029417,2025-06-13,CUST-002669,CUST-000390,2010.67,MXN,withdrawal,False,False
TXN-00029418,2025-12-03,CUST-003172,CUST-004972,2458.97,USD,wire,False,False
TXN-00029419,2025-06-29,CUST-001824,CUST-004292,4700.82,USD,ATM,False,False
TXN-00029420,2025-08-26,CUST-001618,CUST-003950,3063.01,GBP,transfer,False,False
TXN-00029421,2026-02-25,CUST-000759,CUST-001170,3503.48,GBP,transfer,False,False
TXN-00029422,2026-03-26,CUST-003707,CUST-003257,1207.56,MXN,wire,False,False
TXN-00029423,2025-05-15,CUST-001481,CUST-002397,4090.17,USD,withdrawal,False,False
TXN-00029424,2026-01-02,CUST-000575,CUST-001801,4493.51,USD,withdrawal,False,False
TXN-00029425,2025-12-12,CUST-003140,CUST-001567,1778.49,USD,check,False,False
TXN-00029426,2026-02-18,CUST-001781,CUST-002764,2518.69,USD,deposit,False,False
TXN-00029427,2025-09-03,CUST-000896,CUST-001730,4321.5,EUR,check,False,False
TXN-00029428,2025-04-20,CUST-000757,CUST-003432,2047.82,USD,ATM,False,False
TXN-00029429,2025-03-29,CUST-000669,CUST-004253,3801.48,GBP,transfer,False,False
TXN-00029430,2025-05-23,CUST-004627,CUST-004837,1063.66,USD,withdrawal,False,False
TXN-00029431,2025-05-17,CUST-004000,CUST-001185,1906.59,USD,check,False,False
TXN-00029432,2025-05-23,CUST-001523,CUST-004649,2767.4,USD,withdrawal,False,False
TXN-00029433,2026-01-30,CUST-002631,CUST-002627,2042.81,EUR,ATM,False,False
TXN-00029434,2025-06-12,CUST-003388,CUST-002963,1648.5,USD,transfer,False,False
TXN-00029435,2025-07-02,CUST-002455,CUST-002878,4969.05,USD,wire,False,False
TXN-00029436,2025-04-28,CUST-002714,CUST-003068,2737.37,EUR,withdrawal,False,False
TXN-00029437,2026-02-16,CUST-003427,CUST-002558,4051.46,USD,check,False,False
TXN-00029438,2025-07-05,CUST-001998,CUST-003964,282.0,EUR,deposit,False,False
TXN-00029439,2026-03-21,CUST-001101,CUST-004344,4964.67,USD,transfer,False,False
TXN-00029440,2025-12-27,CUST-004393,CUST-002704,2520.24,USD,deposit,False,False
TXN-00029441,2025-10-22,CUST-002784,CUST-003748,3037.52,USD,wire,False,False
TXN-00029442,2025-06-22,CUST-004638,CUST-000023,59.33,MXN,transfer,False,False
TXN-00029443,2025-11-01,CUST-001645,CUST-001699,143.52,USD,transfer,False,False
TXN-00029444,2025-08-05,CUST-000510,CUST-001059,2266.91,MXN,deposit,False,False
TXN-00029445,2025-09-04,CUST-000779,CUST-003261,1616.87,USD,transfer,False,False
TXN-00029446,2025-06-08,CUST-004907,CUST-002474,3019.09,USD,check,False,False
TXN-00029447,2025-04-03,CUST-000784,CUST-000536,49384.71,GBP,deposit,False,False
TXN-00029448,2026-03-20,CUST-001858,CUST-003204,1190.16,GBP,wire,False,False
TXN-00029449,2026-01-05,CUST-000172,CUST-000275,377.39,GBP,transfer,False,False
TXN-00029450,2026-01-26,CUST-001244,CUST-000384,2696.49,USD,ATM,False,False
TXN-00029451,2025-09-26,CUST-002497,CUST-000945,1668.79,USD,check,False,False
TXN-00029452,2025-09-23,CUST-002063,CUST-004888,1931.3,USD,withdrawal,False,False
TXN-00029453,2026-01-30,CUST-004082,CUST-001315,1573.34,USD,withdrawal,False,False
TXN-00029454,2025-08-25,CUST-002874,CUST-003831,13.7,GBP,deposit,False,False
TXN-00029455,2026-03-12,CUST-004858,CUST-000474,3185.92,EUR,deposit,False,False
TXN-00029456,2026-03-02,CUST-002344,CUST-001555,4997.32,MXN,check,False,False
TXN-00029457,2026-02-10,CUST-000766,CUST-004959,3766.19,USD,wire,False,False
TXN-00029458,2025-07-18,CUST-000820,CUST-003531,2388.28,USD,deposit,False,False
TXN-00029459,2025-10-08,CUST-003178,CUST-002441,1348.8,USD,check,False,False
TXN-00029460,2025-08-10,CUST-003839,CUST-001819,2077.77,USD,check,False,False
TXN-00029461,2025-11-30,CUST-001426,CUST-003740,3461.02,GBP,ATM,False,False
TXN-00029462,2025-06-24,CUST-000833,CUST-004986,4085.75,USD,deposit,False,False
TXN-00029463,2025-05-10,CUST-001545,CUST-003142,1968.41,GBP,deposit,False,False
TXN-00029464,2025-04-20,CUST-002285,CUST-003177,971.43,USD,check,False,False
TXN-00029465,2026-01-24,CUST-000775,CUST-001190,15633.13,GBP,wire,False,False
TXN-00029466,2025-04-26,CUST-001394,CUST-001644,2005.39,USD,ATM,False,False
TXN-00029467,2025-12-21,CUST-004437,CUST-000265,517.88,USD,ATM,False,False
TXN-00029468,2025-10-01,CUST-002909,CUST-004467,572.71,USD,wire,False,False
TXN-00029469,2025-09-12,CUST-000974,CUST-003669,3473.7,GBP,deposit,False,False
TXN-00029470,2026-03-21,CUST-003290,CUST-000375,4111.19,GBP,transfer,False,False
